locatiecode,locatie omschrijving,locatie x,locatie y,locatie z,compartiment,datum,fewsparameter,fewsparametercode,fewsparameternaam,fewsparametergrootheid,fewsparametereenheidequivalent,fewsparametereenheidreferentie,fewsparameterparameterfractie,limietsymbool,meetwaarde,eenheid,waardebewerkingsmethode,afronding,opmerkingmeting
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,11-5-2020 11:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,420.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,11-5-2020 11:25,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,11-5-2020 12:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,3900.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,11-5-2020 12:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,11-5-2020 12:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,570.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,11-5-2020 13:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
WTV004,brug over weespertrekvaart bij Rozenburglaan (alternatief voor WTV002),124784,483308,,OW,12-5-2020 09:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,50.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,13-5-2020 13:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,18-5-2020 11:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,18-5-2020 11:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,25-5-2020 09:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,280.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,25-5-2020 09:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,25-5-2020 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,25-5-2020 10:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,25-5-2020 10:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1100.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,25-5-2020 11:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,25-5-2020 12:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,27-5-2020 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
DED002,fietsbrug over Diem (alternatief voor DED100),127504,483475,,OW,27-5-2020 09:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
AMS032,"midden bij AMS009, 500m-n.gemaal middelpolder",122150,480999,,OW,28-5-2020 11:25,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
AMS033,"midden bij AMS010, amstel t.o. nr. 319/ten Z A10",121728,482650,,OW,28-5-2020 11:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,130.0,n/dl,MET,Ja,
GAA005,"midden bij GAA001,  Gaasp t.h.v. Stammerdijk 38",128400,481077,,OW,29-5-2020 08:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,40.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,2-6-2020 10:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
SBI070,Sloterplas zuidwest zwemsteiger to Meer en Vaart 310 Amsterdam,115639,485768,,OW,2-6-2020 12:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
ADM071,Olympiakanaal_Schinkel_Adam nabij Piet Kranenbergpad vanaf steiger Parkeiland,118353,484038,,OW,3-6-2020 08:58,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,2500.0,n/dl,MET,Ja,
KVV002,brug over kostverlorenvaart bij de CLercqstraat,119428,487032,,OW,3-6-2020 09:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
NYA001,Bickersgracht_ Adam to 258 vanaf steiger,121056,488865,,OW,3-6-2020 10:14,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,460.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,4-6-2020 08:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
ADM065,"Wittenburgervaart, VOC-kade, cafe Roest, A'dam",123633,487292,,OW,4-6-2020 09:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,4-6-2020 09:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
ADM016,Magere Brug over de Amstel (repr voor stadsboezem),121977,486291,,OW,4-6-2020 09:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
ADM076,brug bij ADM010 over Keizersgracht bij Leidsegracht,120778,486693,,OW,4-6-2020 09:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
AMS028,vanaf fietsbrug op Groene Zoom zuidkant Beatrixpark Amsterdam,120638,483758,,OW,4-6-2020 11:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,250.0,n/dl,MET,Ja,
WTV004,brug over weespertrekvaart bij Rozenburglaan (alternatief voor WTV002),124784,483308,,OW,5-6-2020 09:07,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,8-6-2020 08:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,130.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,8-6-2020 08:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,8-6-2020 08:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,8-6-2020 08:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,8-6-2020 09:37,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,8-6-2020 09:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,8-6-2020 14:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,250.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,15-6-2020 11:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,800.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,15-6-2020 11:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,130.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,16-6-2020 11:08,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,17-6-2020 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
DED002,fietsbrug over Diem (alternatief voor DED100),127504,483475,,OW,18-6-2020 09:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,22-6-2020 08:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,290.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,22-6-2020 08:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,22-6-2020 09:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,22-6-2020 09:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,22-6-2020 09:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,22-6-2020 10:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,350.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,22-6-2020 10:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
GAA005,"midden bij GAA001,  Gaasp t.h.v. Stammerdijk 38",128400,481077,,OW,29-6-2020 08:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
AMS032,"midden bij AMS009, 500m-n.gemaal middelpolder",122150,480999,,OW,30-6-2020 10:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
AMS033,"midden bij AMS010, amstel t.o. nr. 319/ten Z A10",121728,482650,,OW,30-6-2020 10:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,1-7-2020 09:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
SBI070,Sloterplas zuidwest zwemsteiger to Meer en Vaart 310 Amsterdam,115639,485768,,OW,1-7-2020 12:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
ADM071,Olympiakanaal_Schinkel_Adam nabij Piet Kranenbergpad vanaf steiger Parkeiland,118353,484038,,OW,2-7-2020 12:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,460.0,n/dl,MET,Ja,
KVV002,brug over kostverlorenvaart bij de CLercqstraat,119428,487032,,OW,2-7-2020 13:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,330.0,n/dl,MET,Ja,
NYA001,Bickersgracht_ Adam to 258 vanaf steiger,121056,488865,,OW,2-7-2020 14:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,540.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,3-7-2020 09:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
ADM065,"Wittenburgervaart, VOC-kade, cafe Roest, A'dam",123633,487292,,OW,3-7-2020 10:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,3-7-2020 10:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,460.0,n/dl,MET,Ja,
ADM016,Magere Brug over de Amstel (repr voor stadsboezem),121977,486291,,OW,3-7-2020 10:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
ADM076,brug bij ADM010 over Keizersgracht bij Leidsegracht,120778,486693,,OW,3-7-2020 11:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,440.0,n/dl,MET,Ja,
AMS028,vanaf fietsbrug op Groene Zoom zuidkant Beatrixpark Amsterdam,120638,483758,,OW,3-7-2020 12:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,6-7-2020 07:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,6-7-2020 08:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,6-7-2020 08:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,6-7-2020 09:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,210.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,6-7-2020 09:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,210.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,6-7-2020 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1100.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,6-7-2020 12:25,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,290.0,n/dl,MET,Ja,
WTV004,brug over weespertrekvaart bij Rozenburglaan (alternatief voor WTV002),124784,483308,,OW,7-7-2020 09:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,40.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,8-7-2020 11:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1100.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,10-7-2020 00:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1100.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,13-7-2020 11:27,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,13-7-2020 11:53,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,220.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,20-7-2020 08:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,20-7-2020 09:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,20-7-2020 09:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,20-7-2020 09:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,20-7-2020 10:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,20-7-2020 10:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,580.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,20-7-2020 11:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,740.0,n/dl,MET,Ja,
DED002,fietsbrug over Diem (alternatief voor DED100),127504,483475,,OW,21-7-2020 09:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
AMS032,"midden bij AMS009, 500m-n.gemaal middelpolder",122150,480999,,OW,28-7-2020 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,4600.0,n/dl,MET,Ja,
AMS033,"midden bij AMS010, amstel t.o. nr. 319/ten Z A10",121728,482650,,OW,28-7-2020 10:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,7700.0,n/dl,MET,Ja,
GAA005,"midden bij GAA001,  Gaasp t.h.v. Stammerdijk 38",128400,481077,,OW,29-7-2020 08:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
NYA010,"Oosterdok Marinehaven, vanaf boardwalk doodlopend stuk, Kattenburgerstr 5, Amsterdam",122878,487339,,OW,3-8-2020 08:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,3-8-2020 11:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,3-8-2020 11:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,220.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,3-8-2020 12:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,3-8-2020 12:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,270.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,3-8-2020 13:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
SBI075,zwemlocatie Sloterstrand (repr voor uitgebreide zwemprofiel),116560,487224,,OW,3-8-2020 13:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1100.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,4-8-2020 09:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,140.0,n/dl,MET,Ja,
ADM071,Olympiakanaal_Schinkel_Adam nabij Piet Kranenbergpad vanaf steiger Parkeiland,118353,484038,,OW,4-8-2020 12:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
SBI070,Sloterplas zuidwest zwemsteiger to Meer en Vaart 310 Amsterdam,115639,485768,,OW,4-8-2020 12:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
KVV002,brug over kostverlorenvaart bij de CLercqstraat,119428,487032,,OW,4-8-2020 12:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,140.0,n/dl,MET,Ja,
NYA001,Bickersgracht_ Adam to 258 vanaf steiger,121056,488865,,OW,4-8-2020 13:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,370.0,n/dl,MET,Ja,
WTV004,brug over weespertrekvaart bij Rozenburglaan (alternatief voor WTV002),124784,483308,,OW,7-8-2020 08:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,10-8-2020 12:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
ADM065,"Wittenburgervaart, VOC-kade, cafe Roest, A'dam",123633,487292,,OW,10-8-2020 13:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,420.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,10-8-2020 13:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
ADM076,brug bij ADM010 over Keizersgracht bij Leidsegracht,120778,486693,,OW,10-8-2020 14:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,350.0,n/dl,MET,Ja,
