Location,Location_Unique,Status,Reviewer,Rating,Relative time,Scraping time,Review,Translated_Review,Cleaned_Review
Erasmuspark,Erasmuspark,unofficial,Jolanda van der Werff,4 stars,2 years ago,"2023-11-13,00:42:51",Heerlijk gewandeld in het park! Een gemoedelijk zaterdagmiddag sfeer.,Lovely walk in the park! A friendly Saturday afternoon atmosphere.,lovely walk in the park! a friendly saturday afternoon atmosphere.
Erasmuspark,Erasmuspark,unofficial,franco tidu,5 stars,2 years ago,"2023-11-13,00:42:51",Beautiful,Beautiful,beautiful
Erasmuspark,Erasmuspark,unofficial,Lorena Lopes,5 stars,2 years ago,"2023-11-13,00:42:51",,,
Erasmuspark,Erasmuspark,unofficial,Lina Insuasti Guzman,5 stars,2 years ago,"2023-11-13,00:42:51",,,
Erasmuspark,Erasmuspark,unofficial,Sarah Summerfield,5 stars,2 years ago,"2023-11-13,00:42:51","Mooi park(je), met goed aangelegde paden, veel verzorgd groen, water en bruggetjes. Ik vond het ietwat 19e-eeuws aandoen, alsof ik over een promenade liep. Goede ervaring!  ","Beautiful park(s), with well laid out paths, lots of manicured greenery, water and bridges. I thought it felt somewhat 19th-century, like walking along a boardwalk. Good experience!  ","beautiful park(s), with well laid out paths, lots of manicured greenery, water and bridges. i thought it felt somewhat 19th-century, like walking along a boardwalk. good experience!"
Erasmuspark,Erasmuspark,unofficial,Edwin Hoeksma,5 stars,2 years ago,"2023-11-13,00:42:51",,,
Erasmuspark,Erasmuspark,unofficial,Monica W,4 stars,2 years ago,"2023-11-13,00:42:51","Tiny and mostly a soccer field, but still a cute park. Lovely garden and canal along one side.","Tiny and mostly a soccer field, but still a cute park. Lovely garden and canal along one side.","tiny and mostly a soccer field, but still a cute park. lovely garden and canal along one side."
Erasmuspark,Erasmuspark,unofficial,Martijn Bon,5 stars,2 years ago,"2023-11-13,00:42:51",,,
Erasmuspark,Erasmuspark,unofficial,Furkan,5 stars,2 years ago,"2023-11-13,00:42:51",I want to see thıs park really  ,I want to see thıs park really,i want to see thıs park really
Erasmuspark,Erasmuspark,unofficial,Steven Bakker,5 stars,2 years ago,"2023-11-13,00:42:51",Heerlijk park. Ook met de honden.,Lovely park. Also with the dogs.,lovely park. also with the dogs.
Erasmuspark,Erasmuspark,unofficial,Doctor Daniel,4 stars,2 years ago,"2023-11-13,00:42:51",,,
Erasmuspark,Erasmuspark,unofficial,Charlotte de H.,5 stars,2 years ago,"2023-11-13,00:42:51","Buurtpark met grasveld, plantenbakken, speeltuintje en eettentje. Ontzettend fijn om 's morgens doorheen te lopen.","Neighborhood park with lawn, planters, playground and eatery. Incredibly nice to walk through in the morning.","neighborhood park with lawn, planters, playground and eatery. incredibly nice to walk through in the morning."
Erasmuspark,Erasmuspark,unofficial,Fabrizio Migotto,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Dimitris Vaziourakis,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Rufio Goo,4 stars,2 years ago,"2023-11-13,00:42:52",Bardzo maly park polozony z dala od centrum.,A very small park located away from the center.,a very small park located away from the center.
Erasmuspark,Erasmuspark,unofficial,Miry,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Tim Smolders,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Erik Hornung,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Gemma . Jongbloed,5 stars,2 years ago,"2023-11-13,00:42:52",Leuk om te wandelen .,Nice to walk .,nice to walk .
Erasmuspark,Erasmuspark,unofficial,dirk den boer,4 stars,2 years ago,"2023-11-13,00:42:52","Fijne plek om even een frisse neus te     halen, wel erg druk in Coronatijd, maar goed waar moet je anders heen als Stadsbewoner zonder tuin ... ","Nice place to get some fresh air, very busy in Corona time, but well where else to go as a City dweller without a garden ...","nice place to get some fresh air, very busy in corona time, but well where else to go as a city dweller without a garden ..."
Erasmuspark,Erasmuspark,unofficial,J.kooijman10@gmail.com Kooijman,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Achiel Buyse,4 stars,2 years ago,"2023-11-13,00:42:52",Gezellig in de zomer.,Cozy in the summer.,cozy in the summer.
Erasmuspark,Erasmuspark,unofficial,ibrahim afyon,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Thije,5 stars,2 years ago,"2023-11-13,00:42:52",Helemaal mooi,Totally beautiful,totally beautiful
Erasmuspark,Erasmuspark,unofficial,Ninos Malke,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Daniel Feingold,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Stefan Sprenger,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Lookup J,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Alec de Groot,4 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,boudewijn rood,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Ben Ali Mouad,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Sigrid Raben,4 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Hans Farjon,5 stars,2 years ago,"2023-11-13,00:42:52",Klein maar fijn park,Small but nice park,small but nice park
Erasmuspark,Erasmuspark,unofficial,Rutger van der Linden,3 stars,2 years ago,"2023-11-13,00:42:52","Nice enough in summer, for some sunbathing, a bit spare in winter, good for a spot of jogging, running, having a walk around with kids.","Nice enough in summer, for some sunbathing, a bit spare in winter, good for a spot of jogging, running, having a walk around with kids.","nice enough in summer, for some sunbathing, a bit spare in winter, good for a spot of jogging, running, having a walk around with kids."
Erasmuspark,Erasmuspark,unofficial,Harmen Sieders,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Omer Kara,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,mahmod Sa,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,James Tully,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Rafael Rodriguez,4 stars,2 years ago,"2023-11-13,00:42:52","Hidden gem in Amsterdam. Nice, remodeleed playground for the kids. The café at the park is small but has a nice selection of drinks and food. The gardens are beautiful, especially in the spring/summer. A lot of open space and BBQ is allowed. The canals around it makes it even more special. Recommended.","Hidden gem in Amsterdam. Nice, remodeleed playground for the kids. The café at the park is small but has a nice selection of drinks and food. The gardens are beautiful, especially in the spring/summer. A lot of open space and BBQ is allowed. The canals around it makes it even more special. Recommended.","hidden gem in amsterdam. nice, remodeleed playground for the kids. the café at the park is small but has a nice selection of drinks and food. the gardens are beautiful, especially in the spring/summer. a lot of open space and bbq is allowed. the canals around it makes it even more special. recommended."
Erasmuspark,Erasmuspark,unofficial,walter marskamp,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,Studio CK9,5 stars,2 years ago,"2023-11-13,00:42:52",,,
Erasmuspark,Erasmuspark,unofficial,oi kenner,5 stars,2 years ago,"2023-11-13,00:42:53","My doggo loves this park. Runners and cyclists should look out for dogs on the off- leash areas. There are many pups who don't always listen and need patience so please keep in mind as owners, we are trying to teach our loved ones, please don't get upset if the dogs run up to you, they are just curious and expect a safe place","My doggo loves this park. Runners and cyclists should look out for dogs on the off- leash areas. There are many pups who don't always listen and need patience so please keep in mind as owners, we are trying to teach our loved ones, please don't get upset if the dogs run up to you, they are just curious and expect a safe place","my doggo loves this park. runners and cyclists should look out for dogs on the off- leash areas. there are many pups who don't always listen and need patience so please keep in mind as owners, we are trying to teach our loved ones, please don't get upset if the dogs run up to you, they are just curious and expect a safe place"
Erasmuspark,Erasmuspark,unofficial,Cisco Kid,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,teerak Ton,5 stars,3 years ago,"2023-11-13,00:42:53",Natuur en mooi,Nature and beautiful,nature and beautiful
Erasmuspark,Erasmuspark,unofficial,Borys Turchyk,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Wouter,4 stars,3 years ago,"2023-11-13,00:42:53",Small and cosy park. Really dark when the sun is down,Small and cosy park. Really dark when the sun is down,small and cosy park. really dark when the sun is down
Erasmuspark,Erasmuspark,unofficial,Naman Jain,4 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Youssef Fadili,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Heli Kukkurainen,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Pablo Bastidas,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Gesina vanderSloot,5 stars,3 years ago,"2023-11-13,00:42:53",Het is fijn en gezellig met terras voor koffie en wat lekkers,It is nice and cozy with terrace for coffee and some goodies,it is nice and cozy with terrace for coffee and some goodies
Erasmuspark,Erasmuspark,unofficial,Anna Gigoian,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Hannah van den Broek,5 stars,3 years ago,"2023-11-13,00:42:53","Very nice park to have a workout, jog, or to just have a walk around. The park houses a beautiful botanical garden, a playground and a kid friendly lunchroom. Also there are plenty of benches around in the park. Summers there are cultural and music festivals. The architecture of the park is beautiful with features from the famous Hildo Krop.","Very nice park to have a workout, jog, or to just have a walk around. The park houses a beautiful botanical garden, a playground and a kid friendly lunchroom. Also there are plenty of benches around in the park. Summers there are cultural and music festivals. The architecture of the park is beautiful with features from the famous Hildo Krop.","very nice park to have a workout, jog, or to just have a walk around. the park houses a beautiful botanical garden, a playground and a kid friendly lunchroom. also there are plenty of benches around in the park. summers there are cultural and music festivals. the architecture of the park is beautiful with features from the famous hildo krop."
Erasmuspark,Erasmuspark,unofficial,Beata Nowakowska,4 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Simon Ilić,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,David Antheunis,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,stefan nijpels,4 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Natalia,4 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Ricardo Koopman,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Jevgeni Rumjantsev,4 stars,3 years ago,"2023-11-13,00:42:53",Not too big but I was walking there almost every day,Not too big but I was walking there almost every day,not too big but i was walking there almost every day
Erasmuspark,Erasmuspark,unofficial,Yomi A.,5 stars,3 years ago,"2023-11-13,00:42:53","Relaxed park to lay back, picnics and also for long walks....","Relaxed park to lay back, picnics and also for long walks....","relaxed park to lay back, picnics and also for long walks...."
Erasmuspark,Erasmuspark,unofficial,Tomasz Kawecki,5 stars,3 years ago,"2023-11-13,00:42:53",Mijn lievelings park!,My favorite park!,my favorite park!
Erasmuspark,Erasmuspark,unofficial,Brendan Lynch,4 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Allano Herders,1 star,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Ralf S.,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Stephan Z,5 stars,3 years ago,"2023-11-13,00:42:53",Lekker park,Nice park,nice park
Erasmuspark,Erasmuspark,unofficial,Marco Kamber,5 stars,3 years ago,"2023-11-13,00:42:53",Parklife,Parklife,parklife
Erasmuspark,Erasmuspark,unofficial,Shivani,4 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Fleur Martijnse,5 stars,3 years ago,"2023-11-13,00:42:53",,,
Erasmuspark,Erasmuspark,unofficial,Matthew Hare,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Ieva Kuliesaite,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Kostas Koutalis,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Maarten M.,5 stars,3 years ago,"2023-11-13,00:42:54",Fantastic place to trip,Fantastic place to trip,fantastic place to trip
Erasmuspark,Erasmuspark,unofficial,Jules van der Zee,4 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Ko Boot,1 star,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Gabriel Pozzobom,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Wilma Zohar,4 stars,3 years ago,"2023-11-13,00:42:54",Fantastic,Fantastic,fantastic
Erasmuspark,Erasmuspark,unofficial,Ane de Boer,4 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Edo Acre,5 stars,3 years ago,"2023-11-13,00:42:54",Beautiful,Beautiful,beautiful
Erasmuspark,Erasmuspark,unofficial,Claudia Ruz,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Okky German,4 stars,3 years ago,"2023-11-13,00:42:54",Gewoon wel een mooi park. Gezellige drukte,Just a nice park though. Cozy crowd,just a nice park though. cozy crowd
Erasmuspark,Erasmuspark,unofficial,Alexandra “Lexi” Schatz,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Gregory Wolf,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,John Mulier,3 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Eray Eray,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Adrián,4 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Lisa Ooteman,4 stars,3 years ago,"2023-11-13,00:42:54","Door omringing van bomen heerlijk rustig, msar de zon is daardoor wel snel onder...","By surrounding trees wonderfully quiet, msar the sun is therefore quickly under ...","by surrounding trees wonderfully quiet, msar the sun is therefore quickly under ..."
Erasmuspark,Erasmuspark,unofficial,Brinel Da costa,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,sjj,4 stars,3 years ago,"2023-11-13,00:42:54",Great park with a really cool atmosphere! The terrasmus and the playground add a more family friendly touch to it! From far one the best park I've visited in amsterdam,Great park with a really cool atmosphere! The terrasmus and the playground add a more family friendly touch to it! From far one the best park I've visited in amsterdam,great park with a really cool atmosphere! the terrasmus and the playground add a more family friendly touch to it! from far one the best park i've visited in amsterdam
Erasmuspark,Erasmuspark,unofficial,Daniel Gabardo,4 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Tom Boerland,5 stars,3 years ago,"2023-11-13,00:42:54","Fijn en ruim park waar niet teveel drukte is. Je kan en mag er barbecueën,top! Verder lekker een park om in te sporten","Fine and spacious park where there are not too many crowds. You can and may barbecue there,top! Furthermore, a nice park for sports","fine and spacious park where there are not too many crowds. you can and may barbecue there,top! furthermore, a nice park for sports"
Erasmuspark,Erasmuspark,unofficial,paolo modena,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,A Abdennour,3 stars,3 years ago,"2023-11-13,00:42:54",Toch wel te druk 1.5 meter moeilijk,Still too busy 1.5 meters difficult,still too busy 1.5 meters difficult
Erasmuspark,Erasmuspark,unofficial,Fabio Marziali,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,David Prinsenberg,3 stars,3 years ago,"2023-11-13,00:42:54",It's a very nice park but it's a bit small you could better go to the rembrandt park,It's a very nice park but it's a bit small you could better go to the rembrandt park,it's a very nice park but it's a bit small you could better go to the rembrandt park
Erasmuspark,Erasmuspark,unofficial,Nataliia Chorna,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,arif hussan,5 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Anne Hampe,4 stars,3 years ago,"2023-11-13,00:42:54",,,
Erasmuspark,Erasmuspark,unofficial,Leo Pafort,4 stars,3 years ago,"2023-11-13,00:42:55","Super leuk parkje, heerlijk om een beetje te sporten en een beetje zuurstof in je longen.. Je kunt er ook een hapje én drankje doen,MAAR kijk eerst naar de prijs
Fijne dag gewenst","Super nice little park, great for a little exercise and a little oxygen in your lungs.... You can also have a drink and a bite, BUT check the price first.
Have a nice day","super nice little park, great for a little exercise and a little oxygen in your lungs.... you can also have a drink and a bite, but check the price first. have a nice day"
Erasmuspark,Erasmuspark,unofficial,Happy Hapsly,5 stars,3 years ago,"2023-11-13,00:42:55",COWER YOU FOOLS! ERASMUS IS HERE!,COWER YOU FOOLS! ERASMUS IS HERE!,cower you fools! erasmus is here!
Erasmuspark,Erasmuspark,unofficial,Florian Grönemeyer,5 stars,3 years ago,"2023-11-13,00:42:55",Mega schön,Mega schön,mega schön
Erasmuspark,Erasmuspark,unofficial,Miso Vukov,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Ton Legerstee,3 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Clarita Zapata,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Ieta de Koord,3 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Ax on,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,giovanni cristofoli,4 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,deb casey,4 stars,3 years ago,"2023-11-13,00:42:55",Nice and shady in the hot weather pleasant old trees,Nice and shady in the hot weather pleasant old trees,nice and shady in the hot weather pleasant old trees
Erasmuspark,Erasmuspark,unofficial,miuriel kochva,5 stars,3 years ago,"2023-11-13,00:42:55",A lovely park for picnics or playgrounds,A lovely park for picnics or playgrounds,a lovely park for picnics or playgrounds
Erasmuspark,Erasmuspark,unofficial,Nelson Altimari,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Siarhei Pishchyk,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Yejin Han,5 stars,3 years ago,"2023-11-13,00:42:55",Good ice,Good ice,good ice
Erasmuspark,Erasmuspark,unofficial,schiphol busje,4 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Adelle Lees,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Sarah Keskin,4 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,alejandro betancourt malagon,4 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Rob Akkerman,4 stars,3 years ago,"2023-11-13,00:42:55",Leuk park leuke speeltuin,Nice park nice playground,nice park nice playground
Erasmuspark,Erasmuspark,unofficial,Johan Schotanus,3 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,M,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Adi Oz,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Greet Groen,5 stars,3 years ago,"2023-11-13,00:42:55","Heerlijk met een groepje onder begeleiding gesport, mooi park.","Delightful guided exercise with a group, beautiful park.","delightful guided exercise with a group, beautiful park."
Erasmuspark,Erasmuspark,unofficial,Maha Talha,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Joost van Laarhoven,3 stars,3 years ago,"2023-11-13,00:42:55",Prima park wel veel zwerfvuil.,Fine park though lots of litter.,fine park though lots of litter.
Erasmuspark,Erasmuspark,unofficial,Gerda Langelaar,5 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,KAZUKI YAMANE,3 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Manon Verkooyen,4 stars,3 years ago,"2023-11-13,00:42:55",,,
Erasmuspark,Erasmuspark,unofficial,Ted Hoffer,4 stars,3 years ago,"2023-11-13,00:42:55",Geschikt voor een gezellige stadsbarbecue. De vogels gaan nog net niet voor je op de bbq liggen. ,Suitable for a cozy city barbecue. The birds won't lay down on the bbq for you just yet.,suitable for a cozy city barbecue. the birds won't lay down on the bbq for you just yet.
Erasmuspark,Erasmuspark,unofficial,Andrey Kalashnikov,5 stars,3 years ago,"2023-11-13,00:42:56","Really great neighborhood part for it’s size, you have different areas, for sun with shade also and swimming around the canal.","Really great neighborhood part for it’s size, you have different areas, for sun with shade also and swimming around the canal.","really great neighborhood part for it’s size, you have different areas, for sun with shade also and swimming around the canal."
Erasmuspark,Erasmuspark,unofficial,Diana Olaru-Nică (Ciuff),5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Jason Modahl,4 stars,3 years ago,"2023-11-13,00:42:56","Really nice neighborhood park.  We come for the playground area which is well maintained.  Our daughter loves to use the slide, the sand, and go running in the grass.","Really nice neighborhood park.  We come for the playground area which is well maintained.  Our daughter loves to use the slide, the sand, and go running in the grass.","really nice neighborhood park. we come for the playground area which is well maintained. our daughter loves to use the slide, the sand, and go running in the grass."
Erasmuspark,Erasmuspark,unofficial,Zain BIN SUMAIT,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Yvan Fafchamps,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Jenn Gbur,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,L. G.,5 stars,3 years ago,"2023-11-13,00:42:56","Gorgeous place ... so relaxing... amazing big trees, very green and refreshing","Gorgeous place ... so relaxing... amazing big trees, very green and refreshing","gorgeous place ... so relaxing... amazing big trees, very green and refreshing"
Erasmuspark,Erasmuspark,unofficial,Ayfer Sahin,5 stars,3 years ago,"2023-11-13,00:42:56",Makkelijk voor invalide en invalide wagen binnen te gaan.,Easy for disabled and invalid car to enter.,easy for disabled and invalid car to enter.
Erasmuspark,Erasmuspark,unofficial,Bart Deben,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Patricia Morles,5 stars,3 years ago,"2023-11-13,00:42:56",Klein en gezellig park,Small and cozy park,small and cozy park
Erasmuspark,Erasmuspark,unofficial,Jade Naantje van der Hoeven,5 stars,3 years ago,"2023-11-13,00:42:56",Heerlijk honden,Lovely dogs,lovely dogs
Erasmuspark,Erasmuspark,unofficial,Peter Mulder,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Sevgi Memet,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Jan Knijn,5 stars,3 years ago,"2023-11-13,00:42:56",Beste park van Amsterdam!,Best park in Amsterdam!,best park in amsterdam!
Erasmuspark,Erasmuspark,unofficial,PuddiPuddi Meow,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Danny Broekman,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Yannis Minas,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Martin Kilarski,4 stars,3 years ago,"2023-11-13,00:42:56",A really nice park.,A really nice park.,a really nice park.
Erasmuspark,Erasmuspark,unofficial,I X,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Pedro Bem,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Patrick Kamsma,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Imantas Sankalas,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Hugo Caron,4 stars,3 years ago,"2023-11-13,00:42:56",Prettig park met een bijzondere tuin the mirakel garden,Pleasant park with a special garden the miracle garden,pleasant park with a special garden the miracle garden
Erasmuspark,Erasmuspark,unofficial,Francisco Guerrero,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Stijn Geukes,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Tsjok Wing Man,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Eliwelton Bienow,5 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Iman Akhrif,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Carlo Melisi,4 stars,3 years ago,"2023-11-13,00:42:56",,,
Erasmuspark,Erasmuspark,unofficial,Irada Guseinova,2 stars,3 years ago,"2023-11-13,00:42:57",Ivm met de barbecue zijn er brandjes geweest die mensen ongeblust achterlaten. Onverantwoord gedrag. Of beleid over invoeren of verbieden als dat niet werkt.,"Ivm with the barbecue, there have been fires that people leave unquenched. Irresponsible behavior. Or introduce policy about it or ban if that doesn't work.","ivm with the barbecue, there have been fires that people leave unquenched. irresponsible behavior. or introduce policy about it or ban if that doesn't work."
Erasmuspark,Erasmuspark,unofficial,Tobias Kalff,5 stars,3 years ago,"2023-11-13,00:42:57",Nice park,Nice park,nice park
Erasmuspark,Erasmuspark,unofficial,Koen D,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Ahmet Sami Çakir,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Koen van de beek,4 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Nicole Loorbach,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,SIROLFVONRAAIJEN Raaijen,5 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Lahcen Maada,3 stars,3 years ago,"2023-11-13,00:42:57",,,
Erasmuspark,Erasmuspark,unofficial,Nalani Kopp,5 stars,3 years ago,"2023-11-13,00:42:57",We love our park. Park management takes great care of the grounds and trims the trees. There is a beautiful community garden in the center. You can walk around the perimeter of the park with your dog.,We love our park. Park management takes great care of the grounds and trims the trees. There is a beautiful community garden in the center. You can walk around the perimeter of the park with your dog.,we love our park. park management takes great care of the grounds and trims the trees. there is a beautiful community garden in the center. you can walk around the perimeter of the park with your dog.
