Location,Location_Unique,Status,Reviewer,Rating,Relative time,Scraping time,Review
De Ceuvel,De Ceuvel,unofficial,martho becht,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Edward Mainwaring-Burton,5 stars,3 years ago,"2023-11-13,00:54:32",Amazing little driftwood oasis by the water. Don't miss the local produce market on Tuesday evening!
De Ceuvel,De Ceuvel,unofficial,Charles de Monchy,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Stefano Degenkamp,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Robin Jonker,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Darko Zelić (Dachaz),5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,André Schnabel,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Thijs Hermans,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Parkpoom Kometsopha,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Bouke Terpstra,5 stars,3 years ago,"2023-11-13,00:54:32","In de herfst/ winter ziet 't er buiten helaas nogal haveloos uit (we hadden bijna rechtsomkeert gemaakt... ) maar dat wordt eenmaal binnen dubbel en dwars goed gemaakt. Heerlijk geluncht!! Toffe sfeer en vriendelijk relaxte crew.

Terug in Groningen foto's gezocht op 't Internet om te zien hoe het er zomers uitziet. Gewoon helemaal TOP dus :)"
De Ceuvel,De Ceuvel,unofficial,Cristina Soares,2 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Jesus Mª Casado,4 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Valentina Jackson,4 stars,3 years ago,"2023-11-13,00:54:32","Beautiful, but I felt treated differently when I said I couldn't speak Dutch.
Probably it was a misunderstanding and only once this occurred.
Lovely place."
De Ceuvel,De Ceuvel,unofficial,C B,5 stars,3 years ago,"2023-11-13,00:54:32","Very cozy, good atmosphere, excellent food, deserts huge, off usual tourist tracks."
De Ceuvel,De Ceuvel,unofficial,Vijay Viswanathan,5 stars,3 years ago,"2023-11-13,00:54:32","Super awesome place to have breakfast in the morning. Literally stumbled on this place while staying with some friends in Amsterdam Noord, and we ended up coming here for tea and delicious home-made croissants next to the water every morning for the rest of the trip.

Also the place has a cool, bohemian vibe and the employees are all super friendly. Highly recommended if you're near the area."
De Ceuvel,De Ceuvel,unofficial,Stella_ Ki,5 stars,3 years ago,"2023-11-13,00:54:32",NA
De Ceuvel,De Ceuvel,unofficial,Julian Pawlowski,5 stars,3 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,LIN BOB,5 stars,3 years ago,"2023-11-13,00:54:33",適合週末及假日涼爽的夜晚，來一杯啤酒🍻，與朋友們聚會的好地方
De Ceuvel,De Ceuvel,unofficial,Fabio Gomez,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,youssef HMAMI,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Sietske Boer,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Richard Deuzeman,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Mariëlle van t Oever,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Thibaud Monfourny,5 stars,4 years ago,"2023-11-13,00:54:33","Amazing food in a cosy ambiance. Service is very good too, I recomend."
De Ceuvel,De Ceuvel,unofficial,Huda Hilal,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Leonard Crijns,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,GABRIELA NADINE STANESCU,3 stars,4 years ago,"2023-11-13,00:54:33","Very nice place near the Ij, original and relaxed pub, could use a bit of polishing on the service"
De Ceuvel,De Ceuvel,unofficial,Koen de Beer,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Larissa,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Hendrica Vlaanderen,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,H M,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Mirko Barbieri,5 stars,4 years ago,"2023-11-13,00:54:33",So far the best place about the connection between the urban layer and the water. Everithing is amazingly recicled due architecture and design high style. You need to go there and get lost walking on the dock...dont drop your beer :)
De Ceuvel,De Ceuvel,unofficial,Despoina E.,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Karl Vassallo,2 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Tom Bokma,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Lucas Carvalho,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Rotem Carmi,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Ane de Boer,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Koen,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Chloe Vites,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Ruben Michielsen,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,N N,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,David Bezemer,4 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Robb Tobij,3 stars,4 years ago,"2023-11-13,00:54:33",Oké speciaal leuk
De Ceuvel,De Ceuvel,unofficial,Andrea Bertoli,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Ine Willems,5 stars,4 years ago,"2023-11-13,00:54:33",NA
De Ceuvel,De Ceuvel,unofficial,Rugori Star,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Sandra Enting,4 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Remon Huijts,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Kia Muukkonen,5 stars,4 years ago,"2023-11-13,00:54:34",This place is everything. I love what they do and the surroundings give me peace. Lovely place to meet a friend!
De Ceuvel,De Ceuvel,unofficial,Chan Siko,5 stars,4 years ago,"2023-11-13,00:54:34",利用廢棄漂流木、船.....等不要的物品打造的社區，很漂亮，的確很值得拜訪的再生案例~
De Ceuvel,De Ceuvel,unofficial,Maarten Mieras,4 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Laura Otero,4 stars,4 years ago,"2023-11-13,00:54:34","Hermoso lugar para ir a tomar algo, en verano y en invierno también.
Las papas fritas son muy buenas y las biterballen también, el resto de la carta es un poco básica."
De Ceuvel,De Ceuvel,unofficial,Femy Keuben,5 stars,4 years ago,"2023-11-13,00:54:34",Altijd leuk en lekker
De Ceuvel,De Ceuvel,unofficial,Uonirbma,5 stars,4 years ago,"2023-11-13,00:54:34",Very beautiful bar with a nice atmosphere! The elderflower beer is delicious
De Ceuvel,De Ceuvel,unofficial,Gal Bitensky,4 stars,4 years ago,"2023-11-13,00:54:34","A very unique place. Accessibility was pretty bad, walked through a rough neighborhood to get there but it was worth it."
De Ceuvel,De Ceuvel,unofficial,Martin van Leeuwen,4 stars,4 years ago,"2023-11-13,00:54:34",Like the concept
De Ceuvel,De Ceuvel,unofficial,Ramon van Norde,4 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Andrea Raviglione,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Jonas,5 stars,4 years ago,"2023-11-13,00:54:34",Great place to stay and chill.
De Ceuvel,De Ceuvel,unofficial,Foodie,3 stars,4 years ago,"2023-11-13,00:54:34","Aardig personeel, maar keuken en toilet waren stuk. Helaas"
De Ceuvel,De Ceuvel,unofficial,Artem Agafonov,5 stars,4 years ago,"2023-11-13,00:54:34",awesome rest place
De Ceuvel,De Ceuvel,unofficial,Jabik Postmus,4 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Marin Dijkman,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Luis Miguel Leal,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Jakob Mostbeck,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Mehran Aflakparast,5 stars,4 years ago,"2023-11-13,00:54:34",Love the terras! Amazing view and food!
De Ceuvel,De Ceuvel,unofficial,Cristiano Panzanelli,4 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,M C,4 stars,4 years ago,"2023-11-13,00:54:34",Nice venue that feels like it's in nature rather than Amsterdam Noord. Staff are always super friendly. Only 4 stars as the menu seemed a little limited but when we have eaten here we have enjoyed the food a lot.
De Ceuvel,De Ceuvel,unofficial,jenny margot neirotti avila,4 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Felipe Faria,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Julia Staub,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,Emma Ollerenshaw,5 stars,4 years ago,"2023-11-13,00:54:34",LOVE this place!!
De Ceuvel,De Ceuvel,unofficial,Sara Bugoloni,5 stars,4 years ago,"2023-11-13,00:54:34",NA
De Ceuvel,De Ceuvel,unofficial,R i,4 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Erik Verboon,1 star,4 years ago,"2023-11-13,00:54:35","They closed the kitchen for 10 minutes because it was too busy. But when I tried to order again after about 15 minutes, they said they the kitchen was still closed for another 10 minutes... not funny if you’re hungry as f*."
De Ceuvel,De Ceuvel,unofficial,E.J. van de Pas,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,ophelia chatterjee,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Alfonso Gaviña,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,van Dalen,3 stars,4 years ago,"2023-11-13,00:54:35","Leuke plek, even een biertje gedronken"
De Ceuvel,De Ceuvel,unofficial,Carlos León,5 stars,4 years ago,"2023-11-13,00:54:35","Located on a very interesting area of the city, Café de Ceuvel offers one of the nicest chill atmospheres in town, with plenty of sunlight during the days, easy access to the water for a dive in those hot summer days, to fires in the evenings, indoor venue with a DJ, good music and a dance floor.

There is also vegetarian (and sometimes vegan) food served. It runs out fast, though, so plan ahead.

It's a short bike ride from the ferry station on the Amsterdam Noord side of the city."
De Ceuvel,De Ceuvel,unofficial,Polly Washburn,5 stars,4 years ago,"2023-11-13,00:54:35","It may be a little tricky to find this cool, conscious place, but worth the trip! Great veggie options and delicious home-brewed sodas. Friendly staff."
De Ceuvel,De Ceuvel,unofficial,María Eugenia López García,5 stars,4 years ago,"2023-11-13,00:54:35","Love the food, lovely atmosphere"
De Ceuvel,De Ceuvel,unofficial,cassandre frere,5 stars,4 years ago,"2023-11-13,00:54:35","Peu de touristes, repas bons et bonne qualité/prix (19€ pour 2 plats et 2 boissons), baignade possible, lieu atypique."
De Ceuvel,De Ceuvel,unofficial,Dima Shishkin,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,EDUARDO SANDINI,4 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Peter Taks,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Kilian Langhans,4 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Heidi Diane Olsen,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Gabelle Gómez Iza,4 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Jet Beers,4 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Marlou De Zeeuw,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Trudy de Weerd,4 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Jeffrey,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,AnAstAsiA,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Janet Hein,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Edo Mulder,5 stars,4 years ago,"2023-11-13,00:54:35",Een heerlijke plek met verrukkelijke gerechten. Aanrader.
De Ceuvel,De Ceuvel,unofficial,Andrea Molino,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Robbert,5 stars,4 years ago,"2023-11-13,00:54:35",goed verhaal.
De Ceuvel,De Ceuvel,unofficial,Guillaume Euria,1 star,4 years ago,"2023-11-13,00:54:35","Très cher, pas très bon, pas de service."
De Ceuvel,De Ceuvel,unofficial,Ieva Bars,4 stars,4 years ago,"2023-11-13,00:54:35","Great drinks, food is ok, place is great. In summer it is possible to swim there too."
De Ceuvel,De Ceuvel,unofficial,Ann Brengman,5 stars,4 years ago,"2023-11-13,00:54:35",NA
De Ceuvel,De Ceuvel,unofficial,Davide Orazio Montersino,5 stars,4 years ago,"2023-11-13,00:54:36",Definitely one of my favorite spots in Amsterdam.
De Ceuvel,De Ceuvel,unofficial,Lucy Fowler,3 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Léo Grandsire,4 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Job Schimmel,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,J. Mayor,5 stars,4 years ago,"2023-11-13,00:54:36",Un lugar para descubrir
De Ceuvel,De Ceuvel,unofficial,Nicolet Drop,5 stars,4 years ago,"2023-11-13,00:54:36",Super leuke inspirerende plek
De Ceuvel,De Ceuvel,unofficial,Mustafa al Samaraee,1 star,4 years ago,"2023-11-13,00:54:36",Merde!  Het zou zo leuk zijn als dit een michelin sterretje was!
De Ceuvel,De Ceuvel,unofficial,Quincy Bakker (Qub1),5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Marina Korzilius,4 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,enri closet,5 stars,4 years ago,"2023-11-13,00:54:36","Lovely place, good food and nice people!"
De Ceuvel,De Ceuvel,unofficial,Giulia Corsetti,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Malte Dorzok,4 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Diana Fernandes,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Jean Lambert Pie,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Susana Rodriguez,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,ruud van der wal,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Wanderlust,4 stars,4 years ago,"2023-11-13,00:54:36","Rust en vrijheid middenin Amsterdam Noord.

Kinderen kunnen hier lekker spelen en leren.

Het menu doet redelijk alternatief aan en is ook zeer geschikt voor de vegetariër.
Verder is het menu lekker vers en gezond.

Goede koffie en gratis parkeren in de omgeving!"
De Ceuvel,De Ceuvel,unofficial,Judith Cülter,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,catherina Bishay,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,youhee kim,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Ebo Peerbooms,4 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Frank Städler,3 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Lauranne Andre,5 stars,4 years ago,"2023-11-13,00:54:36","Nice place to spend Times, with good advices to visit the town"
De Ceuvel,De Ceuvel,unofficial,Wouter van Strien,5 stars,4 years ago,"2023-11-13,00:54:36",Magical place 😊 …
De Ceuvel,De Ceuvel,unofficial,Christian Tran,1 star,4 years ago,"2023-11-13,00:54:36",Cozy place however it took 60min to get fries. No apologies even after checking twice with the staff. This is unacceptable. Customers that arrived after us got served before us.
De Ceuvel,De Ceuvel,unofficial,Daan Dijkstra,5 stars,4 years ago,"2023-11-13,00:54:36",SWEEET!
De Ceuvel,De Ceuvel,unofficial,Kimo van Dijk,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Kristof Beier,5 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Kim Kemper,4 stars,4 years ago,"2023-11-13,00:54:36",NA
De Ceuvel,De Ceuvel,unofficial,Togs Toggles (Jasper),5 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Marloes Veeken,5 stars,4 years ago,"2023-11-13,00:54:37","Heerlijk gegeten, leuke locatie en vriendelijk personeel!"
De Ceuvel,De Ceuvel,unofficial,Floor van Rijn,4 stars,4 years ago,"2023-11-13,00:54:37",Prachtige plek. Wel een beetje saaie menukaart.
De Ceuvel,De Ceuvel,unofficial,Ralf Nieuwenhuijsen,4 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Asami,5 stars,4 years ago,"2023-11-13,00:54:37",Sustainable café!
De Ceuvel,De Ceuvel,unofficial,Emmeline Giliam,4 stars,4 years ago,"2023-11-13,00:54:37",Really relaxed vibe. Amazing vegan bitterballen and cool atmosphere. Only con is that it is a little high priced
De Ceuvel,De Ceuvel,unofficial,deefdeef,5 stars,4 years ago,"2023-11-13,00:54:37",Pareltje te midden van een oud bedrijventerrein. Heerlijk terras en lekker eten. Personeel ook supervriendelijk. Een aanrader.
De Ceuvel,De Ceuvel,unofficial,Ecesu,5 stars,4 years ago,"2023-11-13,00:54:37",Nice swim spot for sunny day in Amsterdam! And the whole place is really chill! 😎 …
De Ceuvel,De Ceuvel,unofficial,Morgan Mendel,5 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Mathilde Bosker,5 stars,4 years ago,"2023-11-13,00:54:37","Fantastische plek voor kundalini yoga aan het water. Je kan er zwemmen en je vrij voelen. Combi tussen natuur, cultuur, vogeltjes en stadse geluiden. Lekkere koffie"
De Ceuvel,De Ceuvel,unofficial,Merel Bernhardt,5 stars,4 years ago,"2023-11-13,00:54:37",❤️
De Ceuvel,De Ceuvel,unofficial,Liam Collens,2 stars,4 years ago,"2023-11-13,00:54:37","Café de Ceuvel is a restaurant on a mission: the menu carefully articulates there is a wider vision to deliver an eco-friendly and low environmental impact. There is a rough and ready feel; a reflection on the increasing trend towards sustainability and authenticity at the expense perhaps of luxury and, perhaps, the basic proposition.
So with very high praise and reviews, we came here for lunch.
Both the inside and outside decor give the feeling of an American style summer camp assembled by a shipwrecked crew with nothing to make shelter with other than washes ashore in the island with its mismatched tables and seating, home-made decorations and deliberately contrasting use of panel colour.
If a small group of dreadlocked hippies revealed themselves slouched onto patchwork beanbags wielding archaic musical instruments and lamenting the tax dodging and well-heeled patriarchy: I would have asked them where I could purchase the nearest fair trade, organically grown cold brew.
So we find ourselves at a school desk ordering from a concise lunch menu during a semi busy Saturday service. Oh, and it’s vegan bang in trend with most restaurants I went to in two weeks of grazing around Amsterdam.
Much like the decor, the food was a bit cobbled together and didn’t make much sense. Our oyster mushroom croquette with mustard greens over sourdough (it’s an open face sandwich) was less croquette and more suppli sized mushroom flavoured dough with a crust. It is a ‘croquette’ in the style of the local Dutch bitternballen which would work if it was the same size - the texture would make the dish better but not take it over the line. The open face sandwich proposition is pointless. This dish would be better conceptualised as a starter oyster mushroom bittenballen with a dip.
The cheesy padron pepper toastie is gooey and cheesy but doesn’t rise above the level of a home comfort sandwich regardless of the padron peppers.
Vegan food is a hard sell for many people and there are restaurants that are fighting to change paradigms and perceptions about vegan food making it exciting, winning hearts and minds.
This is not that place. There’s a lot here with a good location and the shabby chic is on trend but the core proposition of paying for food for enjoyment collapses."
De Ceuvel,De Ceuvel,unofficial,Michelly Sugui,4 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Jens Holten,4 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Dora London,4 stars,4 years ago,"2023-11-13,00:54:37",Aparte locatie aan het IJ. Biologische producten die heerlijk smaken.
De Ceuvel,De Ceuvel,unofficial,SuperPowerInMyHead,5 stars,4 years ago,"2023-11-13,00:54:37","Wonderful, relaxed place, away from any traffic, pleasant staff and good things on the menu. I really like it and I will be back!"
De Ceuvel,De Ceuvel,unofficial,Changkun Lee,5 stars,4 years ago,"2023-11-13,00:54:37",It's amazing experience to observe creative and fearless challenges for recovering my mother Earth!
De Ceuvel,De Ceuvel,unofficial,Eli Vlt,5 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Axel Barbosa,4 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Bram Snijders,5 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Brad Wyatt,5 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Elske van Dijk,4 stars,4 years ago,"2023-11-13,00:54:37",Leuk
De Ceuvel,De Ceuvel,unofficial,René Bakker,5 stars,4 years ago,"2023-11-13,00:54:37","Fijne plek in Noord, rustig eten en drinken op een onverwacht mooie plek... En ja, het klopt als je de start in rijdt tussen de garages, verwacht je het niet, maar je komt er echt hoor..."
De Ceuvel,De Ceuvel,unofficial,Batel Buaron,5 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,tjalbink89,5 stars,4 years ago,"2023-11-13,00:54:37",NA
De Ceuvel,De Ceuvel,unofficial,Janek Kraft,5 stars,4 years ago,"2023-11-13,00:54:37",Very nice place & people
De Ceuvel,De Ceuvel,unofficial,Frédéric Caufriez,5 stars,4 years ago,"2023-11-13,00:54:37","Alternative place closed to NDSM. Good place to have lunch or drinks during the summer, I also recommend you to have dinner there during the winter."
De Ceuvel,De Ceuvel,unofficial,Noud van Heijst,4 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Maarten Mulder,3 stars,4 years ago,"2023-11-13,00:54:38",Drie keer geweest en het heeft mijn hart nog niet veroverd. Mis de echte Noordeling een beetje. Nog geen diner genomen daar dus wie weet overtuigd dat mij ooit.
De Ceuvel,De Ceuvel,unofficial,Simon Iseringhausen (Simon says),5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,george brandenburg,5 stars,4 years ago,"2023-11-13,00:54:38","Beers and food at the water was awesome, The cricket burger was surprisingly good!"
De Ceuvel,De Ceuvel,unofficial,Bodie H,5 stars,4 years ago,"2023-11-13,00:54:38","We love coming here, their bitterballen are the best i've had and the staff are always really nice."
De Ceuvel,De Ceuvel,unofficial,R “n” B,2 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Kamil van der Wal,5 stars,4 years ago,"2023-11-13,00:54:38",Mariette en ik vonden het een wonderlijke plek met lekker vegetarisch eten en ongedwongen sfeer
De Ceuvel,De Ceuvel,unofficial,Ivar Brinkman,5 stars,4 years ago,"2023-11-13,00:54:38",doh!
De Ceuvel,De Ceuvel,unofficial,J Y,1 star,4 years ago,"2023-11-13,00:54:38","This place came highly recommended so I was excited to make the trip up north specifically to try it out.  Maybe the person I met was having a bad day but they weren't very helpful.  I asked for juice and they replied simply ""we are out"" and didn't offer anything else.  Then I asked for the cricket burger and they said ""we only serve that for dinner."" and didn't suggest anything else either.  I didn't feel terribly welcome or see anything else I wanted on the menu so I left.  Shame as it seems like it would be a nice place to go for a drink."
De Ceuvel,De Ceuvel,unofficial,Yuri Pelser,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Thomas Birnbaum,4 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Marieke,5 stars,4 years ago,"2023-11-13,00:54:38",Super leuk personeel en leuke drankjes. De sfeer is ontzettend gezellig!
De Ceuvel,De Ceuvel,unofficial,Reinout H,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Yomerrallo L,4 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Enea Gelu Constantin,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Dawid Jarmużek,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Stijn van de Kamp,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Mike Graves,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Eric Kensdell,5 stars,4 years ago,"2023-11-13,00:54:38",Mooie locatie en chillen in de zon.
De Ceuvel,De Ceuvel,unofficial,Manon b.,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Valeria,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Hania R,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Rieke S,3 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,Ricardo Silva,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,René Weijland,5 stars,4 years ago,"2023-11-13,00:54:38",Super sfeervol plekje op een locatie waar je het helemaal niet verwacht!
De Ceuvel,De Ceuvel,unofficial,Aaron Harding,5 stars,4 years ago,"2023-11-13,00:54:38",NA
De Ceuvel,De Ceuvel,unofficial,SmevY,5 stars,4 years ago,"2023-11-13,00:54:38",Wow   is what i shink
